id_solicitud,fecha_solicitud,semana,prioridad,area_solicitante,tipo_etiqueta,canal_informal_flag,version_incorrecta_flag,problema_trazabilidad_flag,reproceso_flag
SOL-202606-02913,2026-06-11,Semana 2,Alta,Planeación,Etiqueta de composición,0,0,0,0
SOL-202606-02914,2026-06-29,Semana 5,Media,Diseño de Tags,Etiqueta de cuidado,0,0,0,0
SOL-202606-02915,2026-06-08,Semana 2,Media,Calidad,Etiqueta logística,0,0,0,0
SOL-202606-02916,2026-06-26,Semana 4,Baja,Desarrollo de Producto,Etiqueta de cuidado,0,0,0,0
SOL-202606-02917,2026-06-22,Semana 4,Media,Mercadeo,Etiqueta de cuidado,0,0,0,0
SOL-202606-02918,2026-06-26,Semana 4,Baja,Calidad,Sticker promocional,0,0,0,0
SOL-202606-02919,2026-06-19,Semana 3,Alta,Diseño de Tags,Etiqueta logística,0,0,0,0
SOL-202606-02920,2026-06-18,Semana 3,Media,Mercadeo,Hangtag,0,0,0,0
SOL-202606-02921,2026-06-04,Semana 1,Media,Desarrollo de Producto,Etiqueta de composición,0,0,0,0
SOL-202606-02922,2026-06-18,Semana 3,Media,Diseño de Tags,Etiqueta de talla,0,0,0,0
SOL-202606-02923,2026-06-12,Semana 2,Media,Desarrollo de Producto,Etiqueta de talla,1,0,1,0
SOL-202606-02924,2026-06-18,Semana 3,Media,Desarrollo de Producto,Sticker promocional,1,0,1,0
SOL-202606-02925,2026-06-26,Semana 4,Baja,Unidad de Negocio,Etiqueta de talla,0,0,0,0
SOL-202606-02926,2026-06-16,Semana 3,Baja,Calidad,Etiqueta de cuidado,0,0,0,0
SOL-202606-02927,2026-06-09,Semana 2,Media,Calidad,Etiqueta de talla,1,0,1,0
SOL-202606-02928,2026-06-11,Semana 2,Baja,Calidad,Etiqueta de cuidado,0,0,0,0
SOL-202606-02929,2026-06-11,Semana 2,Alta,Mercadeo,Etiqueta de cuidado,0,0,0,0
SOL-202606-02930,2026-06-19,Semana 3,Media,Calidad,Etiqueta de composición,0,0,0,1
SOL-202606-02931,2026-06-17,Semana 3,Alta,Unidad de Negocio,Etiqueta de cuidado,0,0,0,0
SOL-202606-02932,2026-06-05,Semana 1,Baja,Unidad de Negocio,Etiqueta de talla,0,0,0,0
SOL-202606-02933,2026-06-12,Semana 2,Media,Diseño de Tags,Etiqueta de composición,0,0,0,0
SOL-202606-02934,2026-06-22,Semana 4,Media,Unidad de Negocio,Etiqueta de cuidado,0,0,0,0
SOL-202606-02935,2026-06-25,Semana 4,Media,Diseño de Tags,Etiqueta de talla,0,0,0,0
SOL-202606-02936,2026-06-10,Semana 2,Alta,Unidad de Negocio,Etiqueta de composición,0,0,0,0
SOL-202606-02937,2026-06-02,Semana 1,Media,Unidad de Negocio,Sticker promocional,0,0,0,0
SOL-202606-02938,2026-06-08,Semana 2,Alta,Desarrollo de Producto,Hangtag,0,0,0,0
SOL-202606-02939,2026-06-29,Semana 5,Media,Diseño de Tags,Etiqueta de cuidado,0,0,0,0
SOL-202606-02940,2026-06-08,Semana 2,Alta,Diseño de Tags,Etiqueta de cuidado,0,0,0,0
SOL-202606-02941,2026-06-29,Semana 5,Media,Desarrollo de Producto,Etiqueta de talla,0,0,0,0
SOL-202606-02942,2026-06-09,Semana 2,Media,Diseño de Tags,Etiqueta de cuidado,0,0,0,0
SOL-202606-02943,2026-06-02,Semana 1,Baja,Desarrollo de Producto,Sticker promocional,0,0,0,0
SOL-202606-02944,2026-06-25,Semana 4,Baja,Diseño de Tags,Hangtag,0,0,0,0
SOL-202606-02945,2026-06-18,Semana 3,Media,Planeación,Sticker promocional,0,0,0,1
SOL-202606-02946,2026-06-15,Semana 3,Media,Unidad de Negocio,Sticker promocional,0,0,0,0
SOL-202606-02947,2026-06-15,Semana 3,Media,Mercadeo,Etiqueta de cuidado,0,0,0,0
SOL-202606-02948,2026-06-24,Semana 4,Media,Desarrollo de Producto,Etiqueta de composición,0,0,0,0
SOL-202606-02949,2026-06-08,Semana 2,Media,Calidad,Etiqueta de cuidado,0,0,0,0
SOL-202606-02950,2026-06-22,Semana 4,Baja,Mercadeo,Sticker promocional,0,0,0,0
SOL-202606-02951,2026-06-19,Semana 3,Alta,Mercadeo,Hangtag,0,0,0,1
SOL-202606-02952,2026-06-04,Semana 1,Alta,Desarrollo de Producto,Hangtag,0,1,1,0
SOL-202606-02953,2026-06-01,Semana 1,Media,Mercadeo,Etiqueta de cuidado,0,1,1,1
SOL-202606-02954,2026-06-09,Semana 2,Media,Desarrollo de Producto,Hangtag,0,1,1,0
SOL-202606-02955,2026-06-15,Semana 3,Media,Desarrollo de Producto,Hangtag,0,0,0,0
SOL-202606-02956,2026-06-11,Semana 2,Media,Unidad de Negocio,Sticker promocional,1,0,1,0
SOL-202606-02957,2026-06-17,Semana 3,Alta,Diseño de Tags,Etiqueta de composición,0,0,0,0
SOL-202606-02958,2026-06-04,Semana 1,Alta,Calidad,Etiqueta de cuidado,0,0,0,1
SOL-202606-02959,2026-06-01,Semana 1,Baja,Calidad,Etiqueta de composición,0,0,0,0
SOL-202606-02960,2026-06-26,Semana 4,Media,Desarrollo de Producto,Etiqueta de composición,0,0,0,0
SOL-202606-02961,2026-06-15,Semana 3,Alta,Calidad,Etiqueta de cuidado,0,0,0,0
SOL-202606-02962,2026-06-15,Semana 3,Baja,Calidad,Etiqueta logística,0,0,0,0
SOL-202606-02963,2026-06-02,Semana 1,Media,Desarrollo de Producto,Hangtag,0,0,0,1
SOL-202606-02964,2026-06-05,Semana 1,Media,Planeación,Etiqueta de composición,0,0,0,1
SOL-202606-02965,2026-06-03,Semana 1,Media,Calidad,Etiqueta de composición,0,0,0,0
SOL-202606-02966,2026-06-11,Semana 2,Alta,Diseño de Tags,Etiqueta de talla,1,0,1,0
SOL-202606-02967,2026-06-12,Semana 2,Alta,Diseño de Tags,Etiqueta de composición,0,0,0,0
SOL-202606-02968,2026-06-09,Semana 2,Baja,Planeación,Etiqueta de cuidado,0,0,0,0
SOL-202606-02969,2026-06-29,Semana 5,Media,Diseño de Tags,Hangtag,0,0,0,0
SOL-202606-02970,2026-06-03,Semana 1,Media,Planeación,Etiqueta de cuidado,0,0,0,0
SOL-202606-02971,2026-06-12,Semana 2,Media,Desarrollo de Producto,Etiqueta de cuidado,1,0,1,1
SOL-202606-02972,2026-06-04,Semana 1,Media,Unidad de Negocio,Sticker promocional,1,0,1,0
SOL-202606-02973,2026-06-23,Semana 4,Baja,Planeación,Etiqueta de talla,1,0,1,0
SOL-202606-02974,2026-06-17,Semana 3,Media,Calidad,Etiqueta de cuidado,0,0,0,0
SOL-202606-02975,2026-06-19,Semana 3,Baja,Diseño de Tags,Etiqueta de cuidado,0,0,0,0
SOL-202606-02976,2026-06-26,Semana 4,Media,Planeación,Etiqueta de composición,0,0,0,0
SOL-202606-02977,2026-06-12,Semana 2,Baja,Diseño de Tags,Etiqueta de talla,1,0,1,0
SOL-202606-02978,2026-06-16,Semana 3,Media,Calidad,Hangtag,1,0,1,0
SOL-202606-02979,2026-06-02,Semana 1,Media,Desarrollo de Producto,Hangtag,0,0,0,0
SOL-202606-02980,2026-06-11,Semana 2,Baja,Diseño de Tags,Etiqueta logística,0,0,0,0
SOL-202606-02981,2026-06-09,Semana 2,Media,Diseño de Tags,Etiqueta logística,0,0,0,1
SOL-202606-02982,2026-06-23,Semana 4,Alta,Desarrollo de Producto,Etiqueta de talla,0,0,0,1
SOL-202606-02983,2026-06-29,Semana 5,Baja,Diseño de Tags,Etiqueta de cuidado,0,0,0,0
SOL-202606-02984,2026-06-11,Semana 2,Media,Desarrollo de Producto,Etiqueta de composición,0,0,0,0
SOL-202606-02985,2026-06-25,Semana 4,Media,Diseño de Tags,Etiqueta de cuidado,0,0,0,0
SOL-202606-02986,2026-06-30,Semana 5,Media,Mercadeo,Etiqueta de talla,0,0,0,0
SOL-202606-02987,2026-06-02,Semana 1,Media,Unidad de Negocio,Etiqueta logística,0,0,0,0
SOL-202606-02988,2026-06-02,Semana 1,Alta,Desarrollo de Producto,Sticker promocional,1,0,1,0
SOL-202606-02989,2026-06-26,Semana 4,Media,Unidad de Negocio,Hangtag,0,0,0,0
SOL-202606-02990,2026-06-04,Semana 1,Media,Unidad de Negocio,Etiqueta de cuidado,0,0,0,0
SOL-202606-02991,2026-06-25,Semana 4,Baja,Calidad,Hangtag,1,0,1,1
SOL-202606-02992,2026-06-03,Semana 1,Media,Diseño de Tags,Etiqueta de composición,0,1,1,0
SOL-202606-02993,2026-06-24,Semana 4,Media,Diseño de Tags,Etiqueta de talla,1,0,1,0
SOL-202606-02994,2026-06-22,Semana 4,Baja,Desarrollo de Producto,Etiqueta de composición,0,0,0,1
SOL-202606-02995,2026-06-10,Semana 2,Media,Desarrollo de Producto,Etiqueta de talla,0,0,0,0
SOL-202606-02996,2026-06-12,Semana 2,Baja,Desarrollo de Producto,Etiqueta de composición,0,0,0,0
SOL-202606-02997,2026-06-30,Semana 5,Media,Desarrollo de Producto,Etiqueta de composición,0,1,1,0
SOL-202606-02998,2026-06-08,Semana 2,Media,Diseño de Tags,Etiqueta logística,0,0,0,0
SOL-202606-02999,2026-06-01,Semana 1,Media,Calidad,Etiqueta de composición,0,0,0,0
SOL-202606-03000,2026-06-23,Semana 4,Media,Desarrollo de Producto,Sticker promocional,0,0,0,1
SOL-202606-03001,2026-06-26,Semana 4,Alta,Diseño de Tags,Etiqueta logística,0,0,0,0
SOL-202606-03002,2026-06-11,Semana 2,Media,Diseño de Tags,Etiqueta de cuidado,1,0,1,0
SOL-202606-03003,2026-06-10,Semana 2,Alta,Desarrollo de Producto,Etiqueta de composición,0,1,1,0
SOL-202606-03004,2026-06-01,Semana 1,Media,Diseño de Tags,Etiqueta de cuidado,1,0,1,0
SOL-202606-03005,2026-06-08,Semana 2,Media,Desarrollo de Producto,Sticker promocional,0,0,0,0
SOL-202606-03006,2026-06-24,Semana 4,Media,Diseño de Tags,Etiqueta logística,0,0,0,0
SOL-202606-03007,2026-06-11,Semana 2,Media,Calidad,Etiqueta de cuidado,0,0,0,1
SOL-202606-03008,2026-06-17,Semana 3,Alta,Planeación,Sticker promocional,0,1,1,0
SOL-202606-03009,2026-06-02,Semana 1,Media,Planeación,Etiqueta logística,0,0,0,0
SOL-202606-03010,2026-06-04,Semana 1,Alta,Diseño de Tags,Hangtag,0,0,0,0
SOL-202606-03011,2026-06-12,Semana 2,Media,Desarrollo de Producto,Etiqueta de cuidado,0,0,0,0
SOL-202606-03012,2026-06-23,Semana 4,Alta,Diseño de Tags,Hangtag,0,0,0,0
SOL-202606-03013,2026-06-23,Semana 4,Media,Unidad de Negocio,Etiqueta de composición,1,0,1,1
SOL-202606-03014,2026-06-30,Semana 5,Media,Planeación,Etiqueta de cuidado,0,0,0,0
SOL-202606-03015,2026-06-25,Semana 4,Media,Diseño de Tags,Etiqueta de cuidado,1,0,1,0
SOL-202606-03016,2026-06-23,Semana 4,Alta,Desarrollo de Producto,Etiqueta de talla,0,0,0,0
SOL-202606-03017,2026-06-18,Semana 3,Alta,Planeación,Etiqueta logística,1,0,1,0
SOL-202606-03018,2026-06-01,Semana 1,Media,Diseño de Tags,Etiqueta de cuidado,0,0,0,0
SOL-202606-03019,2026-06-22,Semana 4,Media,Calidad,Etiqueta de composición,0,0,0,0
SOL-202606-03020,2026-06-12,Semana 2,Media,Diseño de Tags,Sticker promocional,0,0,0,1
SOL-202606-03021,2026-06-24,Semana 4,Media,Diseño de Tags,Etiqueta de composición,0,0,0,0
SOL-202606-03022,2026-06-18,Semana 3,Media,Mercadeo,Etiqueta de cuidado,0,0,0,0
SOL-202606-03023,2026-06-02,Semana 1,Media,Calidad,Sticker promocional,0,0,0,0
SOL-202606-03024,2026-06-05,Semana 1,Alta,Desarrollo de Producto,Etiqueta de talla,1,0,1,0
SOL-202606-03025,2026-06-12,Semana 2,Baja,Diseño de Tags,Sticker promocional,0,1,1,0
SOL-202606-03026,2026-06-04,Semana 1,Media,Desarrollo de Producto,Etiqueta de cuidado,0,0,0,1
SOL-202606-03027,2026-06-12,Semana 2,Media,Unidad de Negocio,Etiqueta logística,0,0,0,0
SOL-202606-03028,2026-06-09,Semana 2,Baja,Unidad de Negocio,Etiqueta logística,0,0,0,0
SOL-202606-03029,2026-06-28,Semana 4,Media,Desarrollo de Producto,Sticker promocional,1,0,1,1
SOL-202606-03030,2026-06-21,Semana 3,Alta,Desarrollo de Producto,Sticker promocional,1,0,1,0
SOL-202606-03031,2026-06-03,Semana 1,Media,Planeación,Etiqueta logística,0,0,0,0
SOL-202606-03032,2026-06-19,Semana 3,Media,Diseño de Tags,Etiqueta logística,1,0,1,0
SOL-202606-03033,2026-06-16,Semana 3,Media,Diseño de Tags,Etiqueta de talla,0,0,0,0
SOL-202606-03034,2026-06-25,Semana 4,Media,Desarrollo de Producto,Sticker promocional,0,0,0,0
SOL-202606-03035,2026-06-24,Semana 4,Baja,Planeación,Etiqueta de cuidado,0,0,0,0
SOL-202606-03036,2026-06-29,Semana 5,Alta,Unidad de Negocio,Etiqueta de composición,0,0,0,0
SOL-202606-03037,2026-06-02,Semana 1,Media,Diseño de Tags,Etiqueta de cuidado,0,0,0,0
SOL-202606-03038,2026-06-29,Semana 5,Alta,Mercadeo,Hangtag,0,0,0,0
SOL-202606-03039,2026-06-26,Semana 4,Baja,Diseño de Tags,Etiqueta de composición,0,0,0,0
SOL-202606-03040,2026-06-09,Semana 2,Alta,Desarrollo de Producto,Sticker promocional,1,0,1,1
SOL-202606-03041,2026-06-23,Semana 4,Media,Diseño de Tags,Hangtag,0,0,0,0
SOL-202606-03042,2026-06-18,Semana 3,Baja,Planeación,Etiqueta de cuidado,1,0,1,0
SOL-202606-03043,2026-06-19,Semana 3,Alta,Mercadeo,Sticker promocional,0,0,0,0
SOL-202606-03044,2026-06-28,Semana 4,Alta,Calidad,Etiqueta de composición,1,0,1,1
SOL-202606-03045,2026-06-23,Semana 4,Alta,Planeación,Etiqueta de cuidado,0,0,0,0
SOL-202606-03046,2026-06-25,Semana 4,Media,Calidad,Etiqueta de talla,1,0,1,0
SOL-202606-03047,2026-06-10,Semana 2,Alta,Diseño de Tags,Hangtag,0,0,0,0
SOL-202606-03048,2026-06-11,Semana 2,Alta,Calidad,Etiqueta de composición,0,0,0,0
SOL-202606-03049,2026-06-11,Semana 2,Alta,Diseño de Tags,Etiqueta de composición,1,0,1,0
SOL-202606-03050,2026-06-19,Semana 3,Media,Mercadeo,Etiqueta de composición,1,0,1,0
SOL-202606-03051,2026-06-17,Semana 3,Media,Planeación,Sticker promocional,0,0,0,0
SOL-202606-03052,2026-06-22,Semana 4,Baja,Calidad,Etiqueta logística,0,0,0,0
SOL-202606-03053,2026-06-25,Semana 4,Media,Desarrollo de Producto,Hangtag,0,0,0,0
SOL-202606-03054,2026-06-05,Semana 1,Media,Diseño de Tags,Etiqueta de cuidado,0,1,1,0
SOL-202606-03055,2026-06-10,Semana 2,Media,Planeación,Etiqueta logística,0,0,0,0
SOL-202606-03056,2026-06-09,Semana 2,Baja,Unidad de Negocio,Etiqueta de talla,0,0,0,0
SOL-202606-03057,2026-06-18,Semana 3,Alta,Unidad de Negocio,Etiqueta de composición,1,0,1,0
SOL-202606-03058,2026-06-14,Semana 2,Media,Unidad de Negocio,Etiqueta de cuidado,1,0,1,0
SOL-202606-03059,2026-06-24,Semana 4,Media,Diseño de Tags,Etiqueta de composición,0,1,1,0
SOL-202606-03060,2026-06-17,Semana 3,Media,Desarrollo de Producto,Etiqueta de composición,1,0,1,0
SOL-202606-03061,2026-06-08,Semana 2,Baja,Diseño de Tags,Etiqueta de composición,0,0,0,0
SOL-202606-03062,2026-06-04,Semana 1,Alta,Desarrollo de Producto,Etiqueta de composición,0,0,0,0
SOL-202606-03063,2026-06-08,Semana 2,Alta,Desarrollo de Producto,Etiqueta de composición,1,0,1,1
SOL-202606-03064,2026-06-05,Semana 1,Media,Calidad,Etiqueta de composición,0,0,0,0
SOL-202606-03065,2026-06-05,Semana 1,Media,Diseño de Tags,Etiqueta de talla,1,0,1,0
SOL-202606-03066,2026-06-19,Semana 3,Media,Calidad,Hangtag,1,0,1,0
SOL-202606-03067,2026-06-26,Semana 4,Media,Unidad de Negocio,Etiqueta de cuidado,1,0,1,1
SOL-202606-03068,2026-06-25,Semana 4,Baja,Calidad,Etiqueta de composición,0,0,0,0
SOL-202606-03069,2026-06-24,Semana 4,Media,Desarrollo de Producto,Etiqueta de composición,1,0,1,0
SOL-202606-03070,2026-06-16,Semana 3,Media,Desarrollo de Producto,Hangtag,1,0,1,0
SOL-202606-03071,2026-06-22,Semana 4,Baja,Calidad,Hangtag,1,1,1,0
SOL-202606-03072,2026-06-02,Semana 1,Media,Diseño de Tags,Etiqueta de composición,0,0,0,1
SOL-202606-03073,2026-06-19,Semana 3,Media,Mercadeo,Hangtag,0,1,1,0
SOL-202606-03074,2026-06-22,Semana 4,Media,Diseño de Tags,Etiqueta de composición,0,0,0,0
SOL-202606-03075,2026-06-22,Semana 4,Baja,Desarrollo de Producto,Etiqueta de cuidado,0,0,0,0
SOL-202606-03076,2026-06-22,Semana 4,Media,Calidad,Etiqueta logística,0,0,0,0
SOL-202606-03077,2026-06-12,Semana 2,Media,Diseño de Tags,Etiqueta logística,0,0,0,0
SOL-202606-03078,2026-06-23,Semana 4,Media,Calidad,Etiqueta logística,0,0,0,0
SOL-202606-03079,2026-06-22,Semana 4,Alta,Diseño de Tags,Etiqueta logística,0,0,0,0
SOL-202606-03080,2026-06-15,Semana 3,Media,Desarrollo de Producto,Etiqueta de cuidado,0,0,0,0
SOL-202606-03081,2026-06-02,Semana 1,Alta,Unidad de Negocio,Etiqueta de composición,1,0,1,0
SOL-202606-03082,2026-06-18,Semana 3,Alta,Desarrollo de Producto,Etiqueta de cuidado,0,1,1,0
SOL-202606-03083,2026-06-09,Semana 2,Baja,Diseño de Tags,Etiqueta de composición,0,0,0,0
SOL-202606-03084,2026-06-03,Semana 1,Baja,Diseño de Tags,Etiqueta de composición,0,0,0,0
SOL-202606-03085,2026-06-23,Semana 4,Alta,Diseño de Tags,Etiqueta de composición,0,0,0,0
SOL-202606-03086,2026-06-02,Semana 1,Baja,Diseño de Tags,Hangtag,0,0,0,0
SOL-202606-03087,2026-06-18,Semana 3,Media,Mercadeo,Etiqueta de composición,0,1,1,1
SOL-202606-03088,2026-06-15,Semana 3,Media,Calidad,Sticker promocional,0,0,0,0
SOL-202606-03089,2026-06-09,Semana 2,Alta,Diseño de Tags,Etiqueta de cuidado,0,0,0,0
SOL-202606-03090,2026-06-11,Semana 2,Media,Calidad,Etiqueta de cuidado,1,0,1,0
SOL-202606-03091,2026-06-10,Semana 2,Media,Planeación,Etiqueta de cuidado,0,0,0,0
SOL-202606-03092,2026-06-29,Semana 5,Alta,Desarrollo de Producto,Sticker promocional,0,0,0,0
SOL-202606-03093,2026-06-19,Semana 3,Baja,Planeación,Etiqueta de composición,0,0,0,1
SOL-202606-03094,2026-06-19,Semana 3,Alta,Desarrollo de Producto,Etiqueta logística,1,1,1,0
SOL-202606-03095,2026-06-17,Semana 3,Media,Calidad,Etiqueta de talla,0,0,0,0
SOL-202606-03096,2026-06-01,Semana 1,Baja,Planeación,Etiqueta de cuidado,0,0,0,0
SOL-202606-03097,2026-06-15,Semana 3,Media,Desarrollo de Producto,Sticker promocional,0,1,1,1
SOL-202606-03098,2026-06-29,Semana 5,Media,Diseño de Tags,Etiqueta de cuidado,0,0,0,0
SOL-202606-03099,2026-06-19,Semana 3,Baja,Planeación,Etiqueta de composición,0,0,0,0
SOL-202606-03100,2026-06-04,Semana 1,Media,Planeación,Sticker promocional,0,0,0,0
SOL-202606-03101,2026-06-04,Semana 1,Alta,Diseño de Tags,Etiqueta de composición,0,0,0,0
SOL-202606-03102,2026-06-05,Semana 1,Media,Calidad,Etiqueta de composición,0,0,0,0
SOL-202606-03103,2026-06-12,Semana 2,Media,Planeación,Etiqueta de cuidado,0,0,0,0
SOL-202606-03104,2026-06-25,Semana 4,Alta,Desarrollo de Producto,Etiqueta logística,0,0,0,0
SOL-202606-03105,2026-06-22,Semana 4,Alta,Planeación,Sticker promocional,0,0,0,0
SOL-202606-03106,2026-06-04,Semana 1,Media,Diseño de Tags,Etiqueta de composición,0,0,0,0
SOL-202606-03107,2026-06-25,Semana 4,Media,Planeación,Etiqueta de cuidado,0,0,0,0
SOL-202606-03108,2026-06-02,Semana 1,Media,Unidad de Negocio,Sticker promocional,0,0,0,0
SOL-202606-03109,2026-06-18,Semana 3,Media,Desarrollo de Producto,Etiqueta de composición,0,0,0,0
SOL-202606-03110,2026-06-15,Semana 3,Media,Planeación,Hangtag,0,0,0,0
SOL-202606-03111,2026-06-25,Semana 4,Baja,Planeación,Sticker promocional,1,0,1,1
SOL-202606-03112,2026-06-19,Semana 3,Baja,Calidad,Etiqueta de composición,1,0,1,0
SOL-202606-03113,2026-06-29,Semana 5,Media,Calidad,Sticker promocional,0,0,0,0
SOL-202606-03114,2026-06-09,Semana 2,Baja,Unidad de Negocio,Sticker promocional,1,0,1,0
SOL-202606-03115,2026-06-29,Semana 5,Alta,Desarrollo de Producto,Etiqueta de composición,0,0,0,0
SOL-202606-03116,2026-06-25,Semana 4,Alta,Diseño de Tags,Etiqueta de talla,1,0,1,0
SOL-202606-03117,2026-06-03,Semana 1,Alta,Diseño de Tags,Etiqueta de cuidado,1,0,1,0
SOL-202606-03118,2026-06-26,Semana 4,Media,Diseño de Tags,Etiqueta de cuidado,0,1,1,1
SOL-202606-03119,2026-06-01,Semana 1,Alta,Desarrollo de Producto,Etiqueta de cuidado,1,0,1,0
SOL-202606-03120,2026-06-11,Semana 2,Alta,Unidad de Negocio,Hangtag,0,0,0,0
SOL-202606-03121,2026-06-03,Semana 1,Alta,Diseño de Tags,Etiqueta logística,1,0,1,0
SOL-202606-03122,2026-06-29,Semana 5,Alta,Unidad de Negocio,Etiqueta de cuidado,1,1,1,0
SOL-202606-03123,2026-06-16,Semana 3,Media,Mercadeo,Sticker promocional,0,0,0,0
SOL-202606-03124,2026-06-03,Semana 1,Baja,Diseño de Tags,Etiqueta de talla,0,0,0,0
SOL-202606-03125,2026-06-22,Semana 4,Media,Diseño de Tags,Hangtag,0,0,0,0
SOL-202606-03126,2026-06-17,Semana 3,Alta,Mercadeo,Hangtag,0,0,0,1
SOL-202606-03127,2026-06-19,Semana 3,Media,Diseño de Tags,Etiqueta logística,0,0,0,0
SOL-202606-03128,2026-06-19,Semana 3,Baja,Mercadeo,Etiqueta de composición,1,1,1,0
SOL-202606-03129,2026-06-19,Semana 3,Media,Unidad de Negocio,Etiqueta de cuidado,0,0,0,0
SOL-202606-03130,2026-06-23,Semana 4,Media,Mercadeo,Etiqueta de composición,0,0,0,0
SOL-202606-03131,2026-06-01,Semana 1,Alta,Planeación,Etiqueta de composición,0,0,0,0
SOL-202606-03132,2026-06-24,Semana 4,Alta,Diseño de Tags,Sticker promocional,0,1,1,1
SOL-202606-03133,2026-06-09,Semana 2,Alta,Desarrollo de Producto,Etiqueta de cuidado,0,0,0,0
SOL-202606-03134,2026-06-29,Semana 5,Media,Planeación,Etiqueta de cuidado,1,0,1,0
SOL-202606-03135,2026-06-10,Semana 2,Media,Mercadeo,Sticker promocional,0,0,0,0
SOL-202606-03136,2026-06-23,Semana 4,Media,Calidad,Sticker promocional,0,0,0,0
SOL-202606-03137,2026-06-25,Semana 4,Baja,Diseño de Tags,Etiqueta de talla,0,0,0,0
SOL-202606-03138,2026-06-24,Semana 4,Media,Diseño de Tags,Etiqueta de talla,1,0,1,1
SOL-202606-03139,2026-06-05,Semana 1,Alta,Desarrollo de Producto,Etiqueta logística,1,0,1,0
SOL-202606-03140,2026-06-24,Semana 4,Media,Diseño de Tags,Hangtag,0,0,0,0
SOL-202606-03141,2026-06-03,Semana 1,Media,Diseño de Tags,Sticker promocional,0,0,0,0
SOL-202606-03142,2026-06-19,Semana 3,Media,Desarrollo de Producto,Etiqueta de cuidado,0,1,1,0
SOL-202606-03143,2026-06-01,Semana 1,Baja,Calidad,Etiqueta de composición,0,0,0,0
SOL-202606-03144,2026-06-03,Semana 1,Media,Desarrollo de Producto,Etiqueta de composición,0,0,0,0
SOL-202606-03145,2026-06-11,Semana 2,Media,Unidad de Negocio,Etiqueta de talla,1,1,1,1
SOL-202606-03146,2026-06-25,Semana 4,Media,Unidad de Negocio,Etiqueta de composición,0,0,0,0
SOL-202606-03147,2026-06-03,Semana 1,Media,Calidad,Etiqueta de composición,0,0,0,0
SOL-202606-03148,2026-06-30,Semana 5,Alta,Unidad de Negocio,Etiqueta de talla,0,0,0,0
SOL-202606-03149,2026-06-08,Semana 2,Alta,Calidad,Etiqueta de composición,0,0,0,0
SOL-202606-03150,2026-06-23,Semana 4,Alta,Planeación,Etiqueta de composición,0,0,0,1
SOL-202606-03151,2026-06-01,Semana 1,Alta,Desarrollo de Producto,Etiqueta de cuidado,1,0,1,0
SOL-202606-03152,2026-06-12,Semana 2,Alta,Unidad de Negocio,Etiqueta de composición,0,0,0,0
SOL-202606-03153,2026-06-15,Semana 3,Baja,Unidad de Negocio,Etiqueta de cuidado,0,0,0,1
SOL-202606-03154,2026-06-29,Semana 5,Alta,Mercadeo,Sticker promocional,1,0,1,0
SOL-202606-03155,2026-06-23,Semana 4,Baja,Planeación,Etiqueta logística,0,0,0,0
SOL-202606-03156,2026-06-09,Semana 2,Media,Diseño de Tags,Etiqueta de composición,0,0,0,0
SOL-202606-03157,2026-06-30,Semana 5,Alta,Diseño de Tags,Sticker promocional,0,0,0,1
SOL-202606-03158,2026-06-12,Semana 2,Baja,Desarrollo de Producto,Etiqueta de composición,1,0,1,0
SOL-202606-03159,2026-06-11,Semana 2,Media,Diseño de Tags,Etiqueta de talla,0,0,0,0
SOL-202606-03160,2026-06-18,Semana 3,Alta,Unidad de Negocio,Etiqueta de talla,0,0,0,0
SOL-202606-03161,2026-06-03,Semana 1,Media,Desarrollo de Producto,Etiqueta de cuidado,0,0,0,0
SOL-202606-03162,2026-06-16,Semana 3,Alta,Desarrollo de Producto,Etiqueta de cuidado,1,0,1,1
SOL-202606-03163,2026-06-18,Semana 3,Alta,Mercadeo,Etiqueta de talla,0,0,0,0
SOL-202606-03164,2026-06-01,Semana 1,Media,Planeación,Etiqueta logística,0,0,0,0
SOL-202606-03165,2026-06-05,Semana 1,Media,Desarrollo de Producto,Hangtag,0,0,0,1
SOL-202606-03166,2026-06-19,Semana 3,Media,Calidad,Etiqueta de cuidado,0,0,0,0
SOL-202606-03167,2026-06-23,Semana 4,Media,Planeación,Etiqueta de cuidado,0,0,0,0
SOL-202606-03168,2026-06-12,Semana 2,Media,Diseño de Tags,Etiqueta de composición,0,0,0,0
SOL-202606-03169,2026-06-16,Semana 3,Baja,Diseño de Tags,Sticker promocional,0,0,0,0
SOL-202606-03170,2026-06-17,Semana 3,Media,Diseño de Tags,Hangtag,0,0,0,0
SOL-202606-03171,2026-06-08,Semana 2,Media,Mercadeo,Sticker promocional,0,0,0,0
SOL-202606-03172,2026-06-18,Semana 3,Media,Diseño de Tags,Etiqueta de composición,0,0,0,0
SOL-202606-03173,2026-06-22,Semana 4,Baja,Unidad de Negocio,Etiqueta de composición,0,0,0,0
SOL-202606-03174,2026-06-17,Semana 3,Baja,Calidad,Etiqueta de composición,0,0,0,0
SOL-202606-03175,2026-06-01,Semana 1,Baja,Calidad,Sticker promocional,0,0,0,0
SOL-202606-03176,2026-06-19,Semana 3,Media,Desarrollo de Producto,Etiqueta logística,0,0,0,0
SOL-202606-03177,2026-06-09,Semana 2,Media,Calidad,Etiqueta de cuidado,0,0,0,0
SOL-202606-03178,2026-06-10,Semana 2,Alta,Diseño de Tags,Etiqueta logística,0,0,0,1
